0,134
0,846
0,762
0,254
0,493
0,447
0,647
0,783
0,93
0,28
0,827
0,428
0,753
0,2
0,439
0,710
0,225
0,929
0,885
0,30
0,24
0,530
0,918
0,372
0,211
0,411
0,990
0,215
0,425
0,481
0,226
0,223
0,975
0,444
0,279
0,20
0,807
0,535
0,617
0,178
0,952
0,824
0,115
0,318
0,689
0,679
0,893
0,402
0,790
0,637
0,288
0,557
0,836
0,801
0,477
0,556
0,32
0,228
0,751
0,389
0,162
0,515
0,659
0,631
0,350
0,410
0,474
0,726
0,485
0,366
0,455
0,27
0,40
0,652
0,910
0,548
0,363
0,157
0,463
0,904
0,708
0,495
0,789
0,212
0,470
0,871
0,528
0,419
0,245
0,499
0,870
0,5
0,711
0,744
0,802
0,670
0,731
0,468
0,506
0,383
0,50
0,782
0,511
0,179
0,452
0,434
0,956
0,309
0,480
0,555
0,545
0,407
0,979
0,203
0,922
0,517
0,761
0,705
0,703
0,719
0,224
0,739
0,590
0,72
0,14
0,12
0,660
0,217
0,95
0,544
0,299
0,60
0,138
0,457
0,145
0,236
0,614
0,392
0,277
0,888
0,964
0,332
0,361
0,161
0,991
0,769
0,435
0,960
0,516
0,695
0,17
0,15
0,124
0,608
0,135
0,595
0,572
0,459
0,185
0,820
0,920
0,433
0,187
0,542
0,330
0,891
0,267
0,525
0,48
0,248
0,803
0,725
0,253
0,709
0,256
0,774
0,612
0,342
0,207
0,6
0,720
0,31
0,839
0,786
0,465
0,139
0,706
0,791
0,571
0,412
0,306
0,280
0,166
0,909
0,348
0,156
0,83
0,534
0,237
0,400
0,260
0,696
0,717
0,875
0,159
0,799
0,992
0,620
0,268
0,168
0,532
0,873
0,734
0,270
0,693
0,539
0,379
0,771
0,183
0,566
0,66
0,132
0,919
0,165
0,589
0,815
0,651
0,284
0,262
0,879
0,667
0,464
0,732
0,680
0,103
0,421
0,79
0,29
0,55
0,937
0,598
0,628
0,258
0,958
0,591
0,285
0,430
0,951
0,61
0,200
0,668
0,422
0,691
0,341
0,206
0,586
0,615
0,9
0,497
0,67
0,85
0,654
0,997
0,176
0,727
0,892
0,84
0,122
0,736
0,543
0,75
0,663
0,275
0,882
0,788
0,213
0,781
0,344
0,876
0,915
0,973
0,7
0,932
0,967
0,427
0,321
0,968
0,44
0,650
0,955
0,688
0,78
0,152
0,436
0,747
0,382
0,484
0,756
0,181
0,793
0,972
0,172
0,56
0,195
0,684
0,311
0,895
0,445
0,907
0,269
0,716
0,983
0,872
0,581
0,823
0,821
0,942
0,371
0,394
0,405
0,963
0,13
0,776
0,831
0,976
0,47
0,899
0,715
0,798
0,531
0,835
0,577
0,102
0,334
0,529
0,51
0,630
0,114
0,513
0,773
0,947
0,210
0,70
0,337
0,603
0,192
0,584
0,92
0,593
0,859
0,205
0,906
0,520
0,648
0,730
0,970
0,966
0,662
0,861
0,101
0,866
0,426
0,856
0,41
0,685
0,661
0,805
0,822
0,538
0,286
0,249
0,724
0,939
0,848
0,404
0,794
0,356
0,38
0,220
0,878
0,77
0,160
0,512
0,911
0,247
0,376
0,143
0,4
0,323
0,809
0,395
0,266
0,417
0,443
0,144
0,869
0,289
0,845
0,830
0,336
0,806
0,549
0,164
0,385
0,880
0,42
0,303
0,993
0,94
0,785
0,592
0,723
0,860
0,498
0,687
0,934
0,987
0,346
0,646
0,775
0,944
0,669
0,640
0,605
0,125
0,327
0,894
0,737
0,940
0,409
0,198
0,293
0,855
0,413
0,23
0,554
0,982
0,353
0,150
0,961
0,537
0,619
0,432
0,902
0,930
0,388
0,246
0,897
0,536
0,658
0,441
0,946
0,90
0,852
0,68
0,977
0,521
0,64
0,325
0,621
0,63
0,795
0,133
0,959
0,986
0,749
0,234
0,11
0,333
0,714
0,442
0,109
0,561
0,754
0,613
0,307
0,131
0,357
0,810
0,764
0,901
0,283
0,996
0,665
0,396
0,568
0,196
0,865
0,883
0,645
0,868
0,380
0,641
0,489
0,596
0,491
0,889
0,251
0,287
0,155
0,502
0,546
0,263
0,0
0,219
0,222
0,527
0,634
0,505
0,335
0,241
0,316
0,184
0,99
0,1
0,999
0,655
0,971
0,399
0,616
0,473
0,221
0,398
0,671
0,354
0,469
0,576
0,80
0,292
0,250
0,752
0,931
0,182
0,569
0,188
0,800
0,271
0,339
0,414
0,345
0,969
0,632
0,514
0,296
0,501
0,841
0,526
0,563
0,423
0,352
0,508
0,722
0,365
0,816
0,500
0,117
0,314
0,387
0,240
0,740
0,890
0,916
0,204
0,19
0,494
0,611
0,588
0,153
0,518
0,8
0,218
0,766
0,295
0,171
0,639
0,257
0,88
0,87
0,373
0,113
0,818
0,633
0,429
0,948
0,438
0,305
0,69
0,690
0,482
0,666
0,110
0,629
0,755
0,683
0,780
0,319
0,935
0,778
0,89
0,386
0,282
0,600
0,874
0,522
0,553
0,575
0,170
0,604
0,524
0,74
0,244
0,760
0,377
0,638
0,450
0,808
0,232
0,100
0,201
0,52
0,449
0,921
0,136
0,431
0,547
0,510
0,812
0,420
0,39
0,147
0,467
0,36
0,503
0,797
0,607
0,324
0,777
0,397
0,884
0,294
0,347
0,540
0,767
0,862
0,594
0,834
0,33
0,141
0,174
0,551
0,59
0,472
0,453
0,618
0,750
0,73
0,475
0,675
0,886
0,310
0,338
0,626
0,374
0,483
0,107
0,128
0,193
0,461
0,403
0,291
0,819
0,673
0,623
0,635
0,674
0,216
0,18
0,938
0,636
0,148
0,580
0,945
0,917
0,813
0,265
0,678
0,792
0,368
0,844
0,583
0,197
0,230
0,984
0,259
0,202
0,118
0,191
0,974
0,817
0,448
0,573
0,965
0,175
0,765
0,896
0,677
0,416
0,849
0,456
0,120
0,57
0,857
0,322
0,190
0,437
0,391
0,359
0,415
0,657
0,274
0,355
0,825
0,924
0,864
0,796
0,25
0,853
0,653
0,704
0,998
0,10
0,142
0,304
0,34
0,105
0,837
0,900
0,840
0,137
0,565
0,208
0,22
0,340
0,98
0,264
0,763
0,562
0,381
0,746
0,214
0,729
0,315
0,509
0,261
0,81
0,82
0,828
0,741
0,504
0,384
0,804
0,490
0,235
0,393
0,787
0,597
0,681
0,610
0,738
0,440
0,312
0,733
0,833
0,757
0,923
0,129
0,742
0,701
0,479
0,988
0,65
0,558
0,281
0,627
0,108
0,458
0,912
0,194
0,358
0,772
0,735
0,863
0,486
0,702
0,243
0,466
0,954
0,255
0,186
0,950
0,26
0,104
0,329
0,476
0,302
0,609
0,478
0,550
0,180
0,877
0,76
0,748
0,487
0,850
0,758
0,928
0,126
0,854
0,360
0,989
0,300
0,130
0,424
0,471
0,96
0,46
0,574
0,45
0,699
0,375
0,606
0,362
0,625
0,238
0,694
0,167
0,3
0,743
0,644
0,642
0,698
0,519
0,587
0,602
0,814
0,599
0,242
0,829
0,832
0,290
0,768
0,121
0,370
0,37
0,843
0,149
0,570
0,672
0,231
0,697
0,123
0,151
0,418
0,908
0,957
0,941
0,759
0,682
0,91
0,496
0,462
0,331
0,507
0,981
0,728
0,308
0,585
0,847
0,564
0,154
0,278
0,127
0,676
0,533
0,35
0,446
0,953
0,779
0,881
0,301
0,903
0,158
0,925
0,826
0,349
0,622
0,978
0,297
0,523
0,233
0,401
0,905
0,811
0,146
0,712
0,408
0,239
0,867
0,914
0,980
0,578
0,656
0,454
0,229
0,579
0,209
0,21
0,71
0,643
0,624
0,949
0,985
0,927
0,140
0,700
0,943
0,227
0,567
0,664
0,582
0,367
0,49
0,898
0,177
0,784
0,406
0,313
0,770
0,560
0,58
0,460
0,298
0,343
0,851
0,692
0,54
0,111
0,273
0,173
0,116
0,328
0,189
0,199
0,488
0,276
0,926
0,317
0,43
0,106
0,390
0,552
0,936
0,559
0,163
0,320
0,601
0,451
0,16
0,838
0,86
0,369
0,492
0,649
0,887
0,119
0,169
0,713
0,252
0,707
0,378
0,272
0,913
0,351
0,745
0,933
0,53
0,842
0,686
0,364
0,718
0,97
0,112
0,962
0,994
0,858
0,541
0,326
0,62
0,721
0,995
1,411
1,130
1,194
1,559
1,596
1,955
1,529
1,604
1,147
1,410
1,276
1,687
1,263
1,211
1,362
1,463
1,332
1,595
1,177
1,863
1,680
1,523
1,56
1,318
1,673
1,628
1,790
1,867
1,306
1,479
1,320
1,123
1,135
1,248
1,85
1,519
1,677
1,542
1,658
1,217
1,191
1,544
1,847
1,404
1,4
1,19
1,291
1,586
1,80
1,213
1,646
1,934
1,323
1,569
1,490
1,21
1,311
1,131
1,236
1,724
1,640
1,38
1,72
1,679
1,96
1,296
1,251
1,46
1,29
1,129
1,371
1,972
1,592
1,224
1,629
1,253
1,476
1,297
1,874
1,324
1,739
